4.2773 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
104.5091 	EXP 	pres_text: autoDraw = True
105.5085 	EXP 	background_2: autoDraw = False
105.5085 	EXP 	pres_text: autoDraw = False
105.5085 	EXP 	background_2: autoDraw = False
105.5085 	EXP 	fixation: autoDraw = False
105.5085 	EXP 	pres_text: autoDraw = False
105.5085 	EXP 	background_3: autoDraw = True
105.5085 	EXP 	recall_txt: autoDraw = True
105.5085 	EXP 	textbox: autoDraw = True
105.5085 	EXP 	cont_button: autoDraw = True
110.3712 	DATA 	Keypress: l
110.3952 	DATA 	Keypress: k
110.3983 	EXP 	Device response: <KeyPress from None: t=110.50601166661363, value=['l', 114.91373016685247], duration=None>
110.5774 	DATA 	Keypress: return
110.5799 	EXP 	Device response: <KeyPress from None: t=110.68754620838445, value=['return', 115.11997537501156], duration=None>
110.7658 	DATA 	Keypress: return
110.7752 	EXP 	Device response: <KeyPress from None: t=110.8829067084007, value=['return', 115.30836091679521], duration=None>
110.9282 	DATA 	Keypress: return
110.9309 	EXP 	Device response: <KeyPress from None: t=111.03866787499283, value=['return', 115.47075970843434], duration=None>
111.0856 	DATA 	Keypress: return
111.0920 	EXP 	Device response: <KeyPress from None: t=111.19980770838447, value=['return', 115.62815270840656], duration=None>
112.3970 	DATA 	Mouse: Left button down, pos=(720,91)
112.4086 	EXP 	background_3: autoDraw = False
112.4086 	EXP 	recall_txt: autoDraw = False
112.4086 	EXP 	textbox: autoDraw = False
112.4086 	EXP 	cont_button: autoDraw = False
112.4086 	EXP 	feedback_text: text = 'Incorrect'
112.4086 	EXP 	background_4: autoDraw = True
112.4086 	EXP 	feedback_text: autoDraw = True
112.5301 	DATA 	Mouse:  Left button up, pos=(720,91)
113.4082 	EXP 	background_4: autoDraw = False
113.4082 	EXP 	feedback_text: autoDraw = False
113.4082 	EXP 	background_4: autoDraw = False
113.4082 	EXP 	feedback_text: autoDraw = False
113.4082 	EXP 	thank_you: height = np.float64(0.05)
113.4082 	EXP 	thank_you: height = np.float64(0.05)
113.4082 	EXP 	thank_you: height = np.float64(0.05)
113.4082 	EXP 	thank_you: text = '你所能记住的最长数字序列为2'
113.4082 	EXP 	background_5: autoDraw = True
113.4082 	EXP 	thank_you: autoDraw = True
113.9077 	DATA 	Mouse: Left button down, pos=(724,141)
114.0164 	DATA 	Mouse:  Left button up, pos=(724,140)
114.1623 	DATA 	Mouse: Left button down, pos=(724,140)
114.2617 	DATA 	Mouse:  Left button up, pos=(724,140)
114.3624 	DATA 	Mouse: Left button down, pos=(724,140)
114.4290 	DATA 	Mouse:  Left button up, pos=(724,140)
118.4088 	EXP 	background_5: autoDraw = False
118.4088 	EXP 	thank_you: autoDraw = False
118.4088 	EXP 	background_5: autoDraw = False
118.4088 	EXP 	thank_you: autoDraw = False
118.4088 	EXP 	digit_span: status = STOPPED
118.4249 	EXP 	digit_span: status = STOPPED
118.4611 	EXP 	Running in pilot mode.
118.4612 	EXP 	corsi_blocks: status = NOT_STARTED
118.5165 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x13b2a04c0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x13b2a0460>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x14bcffe80>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(15.0), np.float64(28.0)], screen=0, size=array([2880, 1800]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
118.5165 	EXP 	window1: backgroundImage = ''
118.5166 	EXP 	window1: backgroundFit = 'none'
118.5169 	EXP 	corsi_blocks: status = STARTED
118.5599 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
